UNIXTimestamp,Location,LocationKoppenGeigerClassification,AirTemperatureCelsius,AirPressure_hPa,WindSpeed_kmh,WindDirection_deg,Humidity_percent,CloudCoverage_percent,Precipitation_mm,Seismische Activiteit,UV index,Terrein,Ondergrond,Uitbarsting gemeten,Giftigheid vrijgekomen stoffen
1684616400,A8,ET,6.9411235566828005,1000.9536673562802,8.82692594693612,261.667892037126,49.96205366552938,49.810268327646924,2.9816191349439896,"(2, 4)",13,Heuvels,Kalksteen,1,0.6469229621225552
1690664400,A8,ET,-21.605162386023185,1007.1928719893488,10.889601342445111,97.25601022073191,48.30926720834016,41.54633604170081,1.7437946912068942,"(1, 1)",13,Heuvels,Kalksteen,1,0.5644159463021956
1696712400,A8,ET,-28.94680760783165,1018.2441987940614,17.096305701137467,99.30532220431479,44.537741024836485,22.68870512418243,1.3277923880363878,"(4, 3)",2,Heuvels,Kalksteen,0,0.0
1702764000,A8,ET,-20.409837041723964,1021.6253099961193,19.370868337378337,196.02062606621058,43.603232457311464,18.016162286557318,0.4916585081765469,"(1, 1)",1,Heuvels,Kalksteen,1,0.22516526650486654
1672524000,A9,Cfb,4.421565311416171,1016.2741124994423,7.526720575814883,284.59166962190454,77.18479879670014,68.73919518680052,2.9483876395669357,"(1, 3)",5,Bergen,Silt,0,0.0
1678572000,A9,Cfb,30.860192343532454,1021.3175025191673,8.033780443342515,37.18759660104674,76.8830395118938,67.53215804757517,7.697733414965389,"(1, 1)",2,Bergen,Silt,0,0.0
1684616400,A9,Cfb,14.961422534403674,1021.7942405911023,23.753860454995117,358.5581064085326,76.32179360146367,65.2871744058547,4.903397893290066,"(1, 1)",13,Bergen,Silt,1,0.049845581800195334
1690664400,A9,Cfb,12.427549085380843,1000.2703549294149,19.754307769861644,207.06953833722108,76.1468436240402,64.58737449616078,4.084731434315183,"(2, 2)",1,Bergen,Silt,0,0.0
1696712400,A9,Cfb,-12.197443516713165,1027.8476095891265,20.69013261595959,267.63582367594273,67.02948088191351,28.11792352765405,0.8671679013340715,"(1, 1)",1,Bergen,Silt,0,0.0
1702764000,A9,Cfb,12.081212574992517,1014.3463596978787,15.409791057032894,21.137117849393427,66.84344001100997,27.37376004403992,1.4637299405341593,"(1, 1)",1,Bergen,Silt,0,0.0
1672524000,A10,Cfb,5.797230227349526,1017.5591526627335,14.874730945385854,18.721127739246086,74.63137209475126,58.525488379005004,5.750250483882837,"(1, 1)",1,Vlaktes,Silt,1,0.40501076218456583
1678572000,A10,Cfb,20.82859652408057,1003.9728758448199,13.150755395574416,190.20700436264772,65.68459093948647,22.738363757945848,0.7212129002156491,"(1, 1)",1,Vlaktes,Silt,0,0.0
1684616400,A10,Cfb,23.581530564218593,1028.3512015058172,21.444059934818952,318.07920276624304,65.57912133321588,22.31648533286355,1.0814258953026892,"(1, 1)",1,Vlaktes,Silt,0,0.0
1690664400,A10,Cfb,10.398628511572543,1017.07161265188,8.831096356414236,272.5607639371737,79.1325725207518,76.53029008300716,6.391282778302093,"(1, 1)",4,Vlaktes,Silt,1,0.6467561457434305
1696712400,A10,Cfb,-5.382715423553645,1009.0709682784728,7.0920557608739525,303.3974428163359,67.89764485862074,31.590579434482937,2.0587466006387936,"(1, 2)",1,Vlaktes,Silt,0,0.0
1702764000,A10,Cfb,-3.199666455867182,1010.5656906302227,9.663587344617888,38.87487478715683,77.46671136931576,69.86684547726306,3.976125358416136,"(1, 2)",3,Vlaktes,Silt,0,0.0
1672524000,A11,Cfb,0.4492409439404206,1028.357639040067,5.1275045749593895,54.618198899197374,70.52032751629699,42.08131006518797,3.4262604174520974,"(10, 8)",1,Toendra,Leem,0,0.0
1678572000,A11,Cfb,22.47457794898338,1010.5004759730132,21.48344273430368,184.52858651849806,73.25648263204633,53.02593052818533,0.6724386332493233,"(1, 1)",1,Toendra,Leem,0,0.0
1684616400,A11,Cfb,20.113199852345637,1010.4647610230359,14.832235134189766,102.02779602134605,72.69662499852905,50.78649999411621,2.1234372571656297,"(1, 1)",2,Toendra,Leem,0,0.0
1690664400,A11,Cfb,1.7775928287456084,1011.261944342329,19.981489697927586,67.86631562172072,65.08639282675341,20.345571307013614,0.4501675894931518,"(1, 1)",1,Toendra,Leem,0,0.0
1696712400,A11,Cfb,-7.189994082474201,1019.0863731696297,17.040655523488084,77.33279925992727,79.56731248526265,78.26924994105056,5.783615234998077,"(1, 2)",1,Toendra,Leem,0,0.0
1702764000,A11,Cfb,5.476515295635152,1002.827882453709,15.603451580297538,174.95019490185658,67.1875845656614,28.750338262645563,0.37174749959649894,"(3, 2)",1,Toendra,Leem,0,0.0
1672524000,A12,Dfc,-11.118753213592331,1023.6092715962031,14.697356933616973,198.5722941532823,52.59995790758999,62.99978953794994,1.7025923747419154,"(1, 1)",3,Bergen,Klei,1,0.4121057226553211
1678572000,A12,Dfc,0.9123477002669382,1003.4476165659094,22.172023213634667,178.52978394968656,53.37884596474353,66.89422982371767,0.9687113513127499,"(1, 1)",1,Bergen,Klei,0,0.0
1684616400,A12,Dfc,-1.306708419999822,1007.2612858166791,7.547866994940701,63.760631647833755,51.51872511889958,57.593625594497894,2.0441400431858145,"(1, 1)",2,Bergen,Klei,0,0.0
1690664400,A12,Dfc,-12.235498087635769,1011.5632617095839,9.54164806097787,279.4473260703213,52.12681813826083,60.634090691304145,3.642392027613976,"(1, 3)",4,Bergen,Klei,0,0.0
1696712400,A12,Dfc,-21.386508975233443,1005.7822754919107,15.67782807686018,326.5606370149089,47.63962047181728,38.19810235908639,2.3498883465061997,"(1, 1)",1,Bergen,Klei,0,0.0
1702764000,A12,Dfc,-16.033985552123283,1009.9354471709728,12.820628961522731,222.8927893264961,53.800600401653455,69.00300200826729,3.1285282963775316,"(1, 1)",1,Bergen,Klei,0,0.0
1672524000,A13,Csb,16.62518335265397,1026.5314249054904,10.813905343688333,13.461300417248733,79.34782550920359,77.39130203681437,2.4116859475963315,"(1, 2)",2,Tropisch regenwoud,Silt,0,0.0
1678572000,A13,Csb,29.759381163046832,1020.6100476509226,19.739072628908453,243.51796936421763,68.03454762902648,32.138190516105894,3.8494984028220856,"(1, 1)",2,Tropisch regenwoud,Silt,0,0.0
1684616400,A13,Csb,29.114454291065094,1012.3577080043024,5.111167672216855,133.71599273506018,75.77233160278016,63.089326411120595,1.5907422277771295,"(1, 1)",1,Tropisch regenwoud,Silt,0,0.0
1690664400,A13,Csb,4.20334413568652,1017.833881091343,6.546598861851134,287.91225541418015,65.28674196402505,21.14696785610021,0.1401516197515416,"(1, 1)",4,Tropisch regenwoud,Silt,0,0.0
1696712400,A13,Csb,3.7698615687302173,1013.5991454914272,12.196478978203537,187.57336072319316,68.15184211322409,32.60736845289639,3.92641597938577,"(10, 11)",3,Tropisch regenwoud,Silt,0,0.0
1702764000,A13,Csb,5.256442740972724,1016.9569003875412,14.449461079524156,302.31792875618015,67.40453079177865,29.618123167114625,0.5238670806382179,"(4, 4)",5,Tropisch regenwoud,Silt,0,0.0
1672524000,A14,Cfb,14.471644388831931,1018.4716948345714,10.875162272258683,202.94577637111303,72.46306313225769,49.85225252903076,2.265241651765507,"(1, 2)",3,Woestijnen,Zand,0,0.0
1678572000,A14,Cfb,31.514584048601115,1017.788577962996,20.47181078281032,238.7818306732771,66.6822514586545,26.729005834618,0.7678492473581121,"(1, 1)",1,Woestijnen,Zand,1,0.18112756868758723
1684616400,A14,Cfb,17.275940445083638,1022.8052516811648,9.142806127549335,60.134390490729295,72.0344069027541,48.1376276110164,4.872460139163164,"(1, 1)",1,Woestijnen,Zand,0,0.0
1690664400,A14,Cfb,-6.837809772232229,1028.2117717467404,8.124848077960678,279.4228120666189,70.65118676528708,42.60474706114833,3.705605693222916,"(1, 1)",3,Woestijnen,Zand,0,0.0
1696712400,A14,Cfb,1.9153643977543382,1029.0678336529088,10.643177458813042,249.40850807221196,65.11365495675517,20.454619827020665,1.8133155811371116,"(2, 2)",4,Woestijnen,Zand,0,0.0
1702764000,A14,Cfb,1.106736708563763,1023.5459372917115,7.906887424034741,3.3042678820314997,74.7646872094555,59.05874883782203,6.917810653794176,"(1, 1)",3,Woestijnen,Zand,1,0.6837245030386103
1672524000,A15,Aw,31.531489154830997,1017.8111497131094,12.396865280799116,216.716480467986,89.13951692037905,57.41855076113716,3.1353461095391575,"(9, 11)",1,Toendra,Leem,0,0.0
1678572000,A15,Aw,35.6022589080894,1002.0650712398248,18.01985276306131,214.83799262452075,89.64659148359374,58.939774450781215,3.9039041323411263,"(1, 2)",5,Toendra,Leem,0,0.0
1684616400,A15,Aw,31.007626893017175,1014.7520348205242,8.382763213838054,37.417227856304905,95.15135699941608,75.45407099824823,6.200503479352127,"(2, 2)",1,Toendra,Leem,0,0.0
1690664400,A15,Aw,21.400434192017084,1021.0008916630004,21.586990089377515,206.88256874571866,97.98182857682573,83.9454857304772,1.1032086247275654,"(1, 3)",3,Toendra,Leem,0,0.0
1696712400,A15,Aw,25.031022255529173,999.6316413996157,10.2770240209218,109.55380252955545,88.98799055584185,56.96397166752553,1.9602967233810933,"(1, 1)",1,Toendra,Leem,0,0.0
1702764000,A15,Aw,23.297774699541144,1011.5140390770605,21.8133305540092,290.4948208015856,100.29118399138015,90.87355197414044,4.62813792781338,"(1, 2)",13,Toendra,Leem,0,0.0
1672524000,A16,Dfb,-3.081015101525951,1001.6094514099265,10.393127901097483,264.48175345891536,51.12708570521568,55.6354285260784,2.3572656934293996,"(1, 1)",1,Steppes,Leem,0,0.0
1678572000,A16,Dfb,11.325073395655497,1006.566325815202,18.253978632385625,21.197577512128177,53.892563286580724,69.46281643290362,0.38125618921622134,"(4, 3)",1,Steppes,Leem,0,0.0
1684616400,A16,Dfb,3.5759252321223425,1014.1804233468465,23.889872555586727,196.0375380939502,53.256547852996434,66.28273926498215,5.192106833924057,"(1, 1)",1,Steppes,Leem,0,0.0
1690664400,A16,Dfb,-20.795294719192263,1026.2396121555762,18.035629313553013,293.74969359648804,47.93767562156303,39.68837810781515,2.6332704897804096,"(1, 2)",6,Steppes,Leem,1,0.2785748274578795
1696712400,A16,Dfb,-37.59955882042157,1012.6636713045397,18.757320377123573,90.10033272269361,49.265261561077565,46.326307805387806,2.958343186241937,"(1, 1)",1,Steppes,Leem,1,0.24970718491505706
1702764000,A16,Dfb,-6.903935453878152,1003.8038066044019,19.20725783989952,343.3650147958433,53.58915476646651,67.94577383233253,3.925214975383601,"(1, 1)",1,Steppes,Leem,1,0.23170968640401923
1672524000,A17,Cfb,5.290910327020086,1016.5406324634849,22.598340098420827,147.00653217951344,76.91613707037492,67.66454828149966,3.460787847623809,"(1, 1)",6,Bergen,Basalt,0,0.0
1678572000,A17,Cfb,21.710574513015118,1011.6461954165769,8.06123252815091,81.11586730147614,71.0738471516455,44.295388606581994,4.405529957563344,"(4, 1)",3,Bergen,Basalt,0,0.0
1684616400,A17,Cfb,16.996488291714492,1005.6802672373882,19.320424238547094,38.3149210037613,71.73553944471756,46.942157778870225,1.4951648788151537,"(10, 10)",1,Bergen,Basalt,0,0.0
1690664400,A17,Cfb,11.19203020890841,1007.6615345196492,6.474647383590309,262.19664847680303,67.0092927532548,28.037171013019186,0.1002390209816622,"(1, 1)",1,Bergen,Basalt,0,0.0
1696712400,A17,Cfb,-5.156803797604439,1015.3374739714577,18.699285464273743,354.3620073753335,71.75925347682235,47.037013907289385,0.9172351700044785,"(8, 8)",4,Bergen,Basalt,0,0.0
1702764000,A17,Cfb,0.11068719740681043,1027.6769671226023,8.177560387562464,205.3469916401431,67.75476208771137,31.01904835084546,1.0833175547532845,"(1, 1)",1,Bergen,Basalt,0,0.0
1672524000,A18,Cfa,2.579816135914874,1017.4653581640832,12.57024522854884,354.9211072854388,66.77922633884309,27.11690535537233,1.7414203494026597,"(3, 2)",1,Tropisch regenwoud,Kalksteen,0,0.0
1678572000,A18,Cfa,32.29463351816173,1014.4462048476308,9.518610289768679,254.16123039209864,72.96419609970177,51.856784398807044,0.9828981396464196,"(1, 1)",13,Tropisch regenwoud,Kalksteen,0,0.0
1684616400,A18,Cfa,11.793102450621749,1026.722358988884,5.720773616063026,251.31184388302316,73.24184064392364,52.967362575694544,3.2988988526418423,"(2, 2)",1,Tropisch regenwoud,Kalksteen,1,0.7711690553574789
1690664400,A18,Cfa,-0.14304803509905017,1013.8045776618426,22.513128551414326,49.34203482053149,73.64089880492033,54.563595219681304,4.890515725992664,"(1, 1)",3,Tropisch regenwoud,Kalksteen,0,0.0
1696712400,A18,Cfa,-10.965027187225687,1016.2086521888751,9.897681542692219,252.7491456714502,78.66750855619549,74.67003422478194,5.229367707545157,"(1, 1)",1,Tropisch regenwoud,Kalksteen,0,0.0
1702764000,A18,Cfa,11.413798324063084,1006.6865714399324,10.112836490276386,322.8242105064206,74.13705757560112,56.54823030240446,0.04379263644333971,"(5, 4)",1,Tropisch regenwoud,Kalksteen,0,0.0
1672524000,A19,Aw,31.606643437086476,1008.7844434962166,15.30063200502518,47.8471112515504,95.17128177480306,75.51384532440917,3.5257746412682542,"(2, 3)",1,Moerassen,Kalksteen,0,0.0
1678572000,A19,Aw,29.867243178679725,1007.4491406140593,21.16399071473271,4.982916118123786,97.88286239004567,83.64858717013702,5.500895179993458,"(1, 2)",1,Moerassen,Kalksteen,0,0.0
1684616400,A19,Aw,35.43001033881203,1021.3067003931584,5.1813004532750035,104.20546796019964,100.186143274172,90.55842982251599,4.66797401437095,"(1, 1)",13,Moerassen,Kalksteen,0,0.0
1690664400,A19,Aw,29.799887107445752,1022.4286052750466,23.54482124614663,68.4237845154477,87.76725788662698,53.30177365988093,1.3444239153849598,"(1, 2)",13,Moerassen,Kalksteen,0,0.0
1696712400,A19,Aw,23.858488271159985,1018.8841266794158,24.941354709349422,291.5889571831134,103.0617909186085,99.18537275582548,6.318475626361234,"(1, 1)",1,Moerassen,Kalksteen,0,0.0
1702764000,A19,Aw,22.87278310357905,1003.9129080326751,17.16930700786823,267.86210441443507,100.61692904530081,91.85078713590241,7.735471712745454,"(1, 1)",4,Moerassen,Kalksteen,0,0.0
1672524000,A20,Am,25.942098913453858,1016.4322050070326,11.82717187467599,328.7878706515018,102.41021629615273,97.23064888845818,5.522141784828493,"(2, 1)",13,Vlaktes,Kalksteen,1,0.5269131250129604
1678572000,A20,Am,31.06109367905778,1018.7099378649918,11.221943856998474,182.37118864370137,91.16996175352178,63.50988526056532,6.21123874280264,"(2, 3)",1,Vlaktes,Kalksteen,0,0.0
1684616400,A20,Am,33.51532460917835,1011.6147253276348,8.308855353913987,162.98593800478417,91.91569140117578,65.74707420352735,2.833256365441561,"(2, 3)",1,Vlaktes,Kalksteen,0,0.0
1690664400,A20,Am,24.562018797561432,1023.8115239297564,21.803237489316604,178.27358359499118,96.00188125935234,78.00564377805702,6.887103577092016,"(7, 7)",13,Vlaktes,Kalksteen,0,0.0
1696712400,A20,Am,24.715479521474258,999.2332594290921,13.781229893876688,142.369107734542,94.21585076279558,72.64755228838675,2.609311255428385,"(8, 6)",3,Vlaktes,Kalksteen,0,0.0
1702764000,A20,Am,25.166782164722008,1019.0820265905434,11.579285334138348,303.4757217237395,90.42900428906226,61.287012867186796,0.5615471206257668,"(1, 1)",1,Vlaktes,Kalksteen,0,0.0
1672524000,A21,Cfb,1.0583327348625158,1016.4003346343158,24.085696445716884,83.33616932221732,73.31516908750196,53.260676350007806,1.6512395559617996,"(1, 1)",2,Toendra,Leem,1,0.03657214217132463
1678572000,A21,Cfb,21.42216398377466,1008.7929176252668,20.76968915445758,304.3915842196595,66.25392127461097,25.015685098443882,3.106871985597677,"(1, 1)",1,Toendra,Leem,0,0.0
1684616400,A21,Cfb,21.338841199562577,1007.6433833028401,10.034669253477666,163.14695798263284,78.20486526486116,72.81946105944465,0.990918018371266,"(5, 4)",13,Toendra,Leem,0,0.0
1690664400,A21,Cfb,-5.501200110823333,1007.748674401121,9.331378341705678,187.7948990051327,73.7564868295274,55.02594731810961,4.762423850019716,"(3, 2)",1,Toendra,Leem,0,0.0
1696712400,A21,Cfb,-9.256806050452402,1002.8896557695485,8.338187317472194,181.09308880516951,66.28216684714084,25.128667388563354,0.2560042006633977,"(1, 1)",1,Toendra,Leem,0,0.0
1702764000,A21,Cfb,7.8322068508231775,1018.4398815717259,20.0089892762011,268.26996522876544,66.97739591897121,27.909583675884832,2.0535122354400546,"(1, 2)",1,Toendra,Leem,0,0.0
1672524000,A22,Dfb,-22.737103208475766,1028.0617374839808,16.295507475909936,287.96660446590636,43.39954337851502,16.99771689257509,0.615055399704412,"(1, 1)",1,Vlaktes,Silt,0,0.0
1678572000,A22,Dfb,13.207323967304916,1005.0265744876308,18.89943887339117,232.49234124373072,50.4278316023602,52.13915801180101,0.9022630641093419,"(1, 1)",2,Vlaktes,Silt,0,0.0
1684616400,A22,Dfb,-4.193716672352895,1027.4588689688505,9.528829687987201,348.4565165314954,42.84813604972375,14.24068024861876,0.89983279639416,"(1, 3)",2,Vlaktes,Silt,0,0.0
1690664400,A22,Dfb,-18.76654893260436,1027.732786402564,17.389480336098668,159.85328290162994,52.02069798830298,60.10348994151488,3.503976833087845,"(1, 1)",6,Vlaktes,Silt,0,0.0
1696712400,A22,Dfb,-30.633993208357317,1016.9168814985941,13.1431351444498,146.86443060209592,43.91957766381467,19.59788831907335,1.264116381988212,"(2, 2)",11,Vlaktes,Silt,0,0.0
1702764000,A22,Dfb,-22.43609445094973,1004.3583092512124,15.394142173094107,83.08399263776111,48.60614066939111,43.03070334695556,2.10751298639934,"(2, 1)",1,Vlaktes,Silt,1,0.38423431307623573
1672524000,A23,Am,31.25642717818661,1015.723668626494,14.167265906057246,117.09190892072259,90.79271508727356,62.378145261820706,1.8571031458423883,"(1, 1)",1,Vlaktes,Leem,0,0.0
1678572000,A23,Am,35.09998002286083,1005.0436855368265,6.288129411221721,195.5840012761733,97.34967393556363,82.04902180669089,0.03620308079662487,"(1, 1)",1,Vlaktes,Leem,1,0.7484748235511312
1684616400,A23,Am,34.2686531584702,1009.6499814539819,21.71065053557929,115.55649527083733,90.17176429917949,60.51529289753847,0.49389113640193416,"(6, 5)",1,Vlaktes,Leem,0,0.0
1690664400,A23,Am,21.364532889528395,1023.119876656104,17.127131060410903,241.08046406899717,98.81289713263779,86.43869139791335,5.689092865019563,"(1, 2)",1,Vlaktes,Leem,0,0.0
1696712400,A23,Am,25.46998225881306,1011.1277965833992,7.6326244810205495,331.4099342680295,102.54361369048206,97.63084107144616,6.783638939599137,"(1, 1)",2,Vlaktes,Leem,1,0.694695020759178
1702764000,A23,Am,22.35803308404019,1027.2335031522257,19.91989972044165,114.88464309172458,91.67043034707302,65.01129104121907,3.439041223712136,"(1, 1)",3,Vlaktes,Leem,0,0.0
1672524000,A24,Am,23.83497914316968,1026.3203658177438,21.02475997768737,165.32432468609235,95.20003674804495,75.60011024413484,0.8561933278412976,"(1, 1)",1,Woestijnen,Leem,0,0.0
